S.N.,Open,High,Low,Close,Change,% Change,Turnover,Date
775,"1,949.48","1,968.95","1,942.10","1,961.06",11.22,0.58,"1,322,972,185.64",12/1/2022
776,"1,953.07","1,955.60","1,943.37","1,949.85",-3.51,-0.18,"842,695,301.98",11/30/2022
777,"1,951.31","1,957.83","1,933.97","1,953.35",2.99,0.15,"957,060,225.95",11/29/2022
778,"1,968.93","1,980.09","1,948.04","1,950.37",-15.61,-0.79,"1,494,394,613.65",11/28/2022
779,"1,939.09","1,965.98","1,936.31","1,965.98",32.43,1.68,"2,025,489,052.13",11/27/2022
780,"1,922.72","1,933.55","1,916.45","1,933.55",11.56,0.6,"925,174,380.44",11/24/2022
781,"1,931.01","1,933.53","1,913.28","1,921.99",-7.72,-0.4,"1,022,293,552.83",11/23/2022
782,"1,938.47","1,960.85","1,926.48","1,929.70",-7.13,-0.37,"1,352,885,779.64",11/22/2022
783,"1,912.24","1,939.56","1,912.24","1,936.83",25.57,1.34,"1,715,419,286.41",11/17/2022
784,"1,898.70","1,914.27","1,898.70","1,911.26",13.4,0.71,"859,468,158.30",11/16/2022
785,"1,905.21","1,919.75","1,896.36","1,897.86",-6.59,-0.35,"1,023,609,960.42",11/15/2022
786,"1,883.58","1,904.45","1,879.53","1,904.45",21.29,1.13,"946,089,521.22",11/14/2022
787,"1,892.94","1,901.04","1,879.80","1,883.16",-10.54,-0.56,"774,911,706.64",11/13/2022
788,"1,919.10","1,929.00","1,889.93","1,893.70",-23.52,-1.23,"1,119,461,411.39",11/10/2022
789,"1,957.76","1,967.63","1,914.28","1,917.22",-39.15,-2,"1,407,395,437.00",11/9/2022
790,"1,959.22","1,965.96","1,948.45","1,956.36",-2.57,-0.13,"1,053,137,466.97",11/8/2022
791,"1,968.07","1,987.26","1,955.72","1,958.94",-6.43,-0.33,"2,109,163,383.68",11/7/2022
792,"1,924.20","1,965.38","1,919.90","1,965.36",43.2,2.25,"1,548,032,561.21",11/6/2022
793,"1,939.50","1,940.43","1,919.26","1,922.16",-16.14,-0.83,"898,907,829.98",11/3/2022
794,"1,933.24","1,956.42","1,916.54","1,938.30",7.32,0.38,"1,467,914,875.04",11/2/2022
795,"1,876.55","1,930.98","1,871.98","1,930.99",56.11,2.99,"1,290,664,641.80",11/1/2022
796,"1,860.39","1,874.88","1,857.20","1,874.88",16.39,0.88,"697,317,611.31",10/31/2022
797,"1,844.50","1,858.49","1,843.82","1,858.49",14.35,0.78,"516,803,483.59",10/23/2022
798,"1,845.38","1,849.74","1,834.41","1,844.14",-1.38,-0.07,"507,689,560.53",10/20/2022
799,"1,858.03","1,861.63","1,840.55","1,845.52",-12.81,-0.69,"643,607,975.25",10/19/2022
800,"1,861.55","1,864.58","1,854.56","1,858.33",-2.61,-0.14,"515,818,989.82",10/17/2022
801,"1,871.09","1,871.59","1,853.07","1,860.94",-9.69,-0.52,"803,525,533.17",10/16/2022
802,"1,866.54","1,878.14","1,861.11","1,870.63",4.15,0.22,"829,646,920.43",10/13/2022
803,"1,854.57","1,872.75","1,848.36","1,866.48",11.32,0.61,"691,737,893.98",10/12/2022
804,"1,871.28","1,871.28","1,850.13","1,855.16",-16.06,-0.86,"552,809,984.50",10/11/2022
805,"1,901.25","1,907.94","1,866.84","1,871.22",-27.16,-1.43,"971,767,714.44",10/10/2022
806,"1,854.57","1,898.38","1,854.53","1,898.38",44.62,2.41,"836,873,139.83",10/9/2022
807,"1,836.84","1,853.76","1,835.97","1,853.76",16.29,0.89,"632,407,627.66",9/29/2022
808,"1,831.24","1,845.61","1,831.24","1,837.46",6.41,0.35,"485,408,767.82",9/28/2022
809,"1,814.71","1,842.06","1,814.71","1,831.05",15.92,0.88,"663,013,000.44",9/27/2022
810,"1,838.00","1,838.68","1,811.70","1,815.13",-23.83,-1.3,"1,072,480,097.23",9/25/2022
811,"1,848.79","1,855.97","1,836.34","1,838.96",-9.83,-0.53,"655,705,169.41",9/22/2022
812,"1,838.40","1,862.36","1,838.23","1,848.80",11.19,0.61,"721,259,884.67",9/21/2022
813,"1,875.41","1,876.82","1,833.72","1,837.60",-38.81,-2.07,"1,229,669,722.27",9/20/2022
814,"1,910.20","1,910.90","1,874.40","1,876.41",-33.97,-1.78,"1,601,822,954.98",9/18/2022
815,"1,921.05","1,921.05","1,886.91","1,910.38",-14.1,-0.73,"908,186,487.98",9/16/2022
816,"1,983.26","1,989.85","1,920.45","1,924.48",-57,-2.88,"2,125,655,787.38",9/15/2022
817,"1,936.37","1,984.12","1,936.37","1,981.48",47.44,2.45,"1,453,824,649.96",9/14/2022
818,"1,913.41","1,940.73","1,913.33","1,934.04",21.3,1.11,"922,574,409.66",9/13/2022
819,"1,926.45","1,928.65","1,907.11","1,912.74",-13.54,-0.7,"831,603,650.57",9/12/2022
820,"1,938.20","1,946.39","1,922.47","1,926.28",-11.46,-0.59,"747,226,625.36",9/11/2022
821,"1,940.19","1,947.69","1,925.48","1,937.74",-2.13,-0.11,"1,044,440,646.77",9/8/2022
822,"1,951.21","1,955.77","1,933.32","1,939.88",-11.97,-0.61,"826,230,582.89",9/7/2022
823,"1,974.13","1,977.86","1,947.33","1,951.84",-21.16,-1.07,"1,190,765,612.98",9/6/2022
824,"1,978.30","1,987.50","1,970.91","1,973.01",-4.29,-0.22,"909,904,751.01",9/5/2022
825,"1,971.86","1,988.25","1,969.60","1,977.30",6.68,0.34,"1,071,615,922.48",9/4/2022
826,"1,970.78","1,984.20","1,964.98","1,970.62",-1.67,-0.08,"698,805,950.93",9/2/2022
827,"1,972.98","1,982.34","1,953.65","1,972.29",-1.08,-0.05,"1,383,462,162.06",9/1/2022
828,"1,993.38","1,996.32","1,968.62","1,973.38",-21.97,-1.1,"1,126,217,861.98",8/31/2022
829,"1,993.47","2,011.82","1,987.49","1,995.34",2.33,0.12,"1,019,516,696.18",8/30/2022
830,"1,989.37","1,995.59","1,975.24","1,993.02",3.76,0.19,"1,266,619,150.41",8/29/2022
831,"2,022.32","2,022.70","1,987.21","1,989.26",-33.36,-1.65,"2,059,737,103.35",8/28/2022
832,"2,040.47","2,040.47","2,018.27","2,022.62",-16.93,-0.83,"1,294,832,820.00",8/26/2022
833,"2,058.01","2,068.33","2,036.07","2,039.54",-18.3,-0.89,"1,717,469,670.12",8/25/2022
834,"2,054.99","2,073.28","2,052.30","2,057.84",2.86,0.14,"1,526,186,217.86",8/24/2022
835,"2,053.35","2,059.92","2,049.04","2,054.98",1.85,0.09,"1,333,560,857.30",8/23/2022
836,"2,061.03","2,065.20","2,044.02","2,053.13",-7.41,-0.36,"1,726,287,429.58",8/22/2022
837,"2,070.06","2,088.38","2,056.43","2,060.55",-7.72,-0.37,"2,047,093,688.56",8/21/2022
838,"2,041.71","2,072.23","2,041.71","2,068.26",27.56,1.35,"2,057,980,056.54",8/18/2022
839,"2,043.62","2,052.90","2,035.52","2,040.70",-0.36,-0.02,"1,405,974,256.29",8/17/2022
840,"2,069.38","2,088.22","2,035.55","2,041.06",-24.83,-1.2,"2,734,853,057.65",8/16/2022
841,"2,007.19","2,065.89","2,004.29","2,065.89",55.88,2.78,"2,432,984,611.90",8/15/2022
842,"2,035.32","2,042.87","2,007.73","2,010.01",-27.92,-1.37,"1,873,281,897.06",8/14/2022
843,"2,059.83","2,074.70","2,037.93","2,037.92",-18.96,-0.92,"1,761,023,038.83",8/11/2022
844,"2,064.39","2,074.93","2,042.95","2,056.88",-5.91,-0.29,"1,935,520,146.52",8/10/2022
845,"2,109.79","2,112.13","2,060.92","2,062.80",-43.35,-2.06,"2,815,144,598.31",8/9/2022
846,"2,128.19","2,140.09","2,102.34","2,106.15",-17.68,-0.83,"2,857,072,961.40",8/8/2022
847,"2,109.41","2,132.49","2,108.65","2,123.82",10.27,0.49,"2,673,338,232.35",8/7/2022
848,"2,150.47","2,150.47","2,109.01","2,113.55",-34.61,-1.61,"2,626,154,947.80",8/5/2022
849,"2,191.49","2,192.66","2,148.16","2,148.16",-38.61,-1.77,"3,768,079,173.00",8/4/2022
850,"2,196.13","2,213.70","2,183.80","2,186.77",-6.71,-0.31,"4,029,931,439.75",8/3/2022
851,"2,198.06","2,202.72","2,170.32","2,193.48",-2.76,-0.13,"3,293,234,705.72",8/2/2022
852,"2,205.77","2,223.99","2,183.55","2,196.25",1.15,0.05,"4,670,798,756.39",8/1/2022
853,"2,142.31","2,195.10","2,142.31","2,195.10",54.58,2.55,"4,609,971,271.65",7/31/2022
854,"2,130.32","2,147.31","2,117.53","2,140.52",13.05,0.61,"2,191,619,914.28",7/29/2022
855,"2,113.35","2,156.10","2,106.16","2,127.47",15.49,0.73,"4,976,433,105.02",7/28/2022
856,"2,089.01","2,111.99","2,066.08","2,111.99",23.83,1.14,"3,161,455,141.99",7/27/2022
857,"2,134.14","2,141.35","2,085.93","2,088.16",-44.8,-2.1,"3,704,998,398.24",7/26/2022
858,"2,081.98","2,134.62","2,081.98","2,132.96",54.45,2.62,"4,106,818,941.36",7/25/2022
859,"2,027.80","2,078.51","2,027.80","2,078.51",61.05,3.03,"2,730,937,196.52",7/24/2022
860,"2,046.62","2,046.62","2,013.75","2,017.46",-27.26,-1.33,"1,443,432,770.47",7/22/2022
861,"2,052.95","2,065.86","2,038.58","2,044.72",-5.87,-0.29,"1,642,648,586.50",7/21/2022
862,"2,046.21","2,061.31","2,033.46","2,050.59",4.89,0.24,"1,731,832,270.04",7/20/2022
863,"2,029.71","2,062.07","2,029.29","2,045.70",16.27,0.8,"2,299,316,326.28",7/19/2022
864,"2,011.71","2,029.43","2,000.19","2,029.43",18.03,0.9,"1,312,962,959.61",7/18/2022
865,"2,010.92","2,018.85","1,994.75","2,011.40",1.94,0.1,"1,232,488,082.72",7/17/2022
866,"2,002.96","2,009.47","1,989.42","2,009.46",7.93,0.4,"1,456,259,832.87",7/15/2022
867,"1,987.32","2,011.72","1,977.26","2,001.53",14.71,0.74,"2,411,834,599.35",7/14/2022
868,"1,928.50","1,986.83","1,928.50","1,986.82",59.54,3.09,"2,044,443,007.47",7/13/2022
869,"1,916.41","1,947.53","1,908.89","1,927.28",11.68,0.61,"1,707,752,977.82",7/12/2022
870,"1,993.33","1,993.55","1,913.19","1,915.61",-77.01,-3.86,"2,325,641,022.25",7/11/2022
871,"2,031.87","2,033.06","1,988.96","1,992.62",-34.7,-1.71,"1,168,451,395.02",7/8/2022
872,"2,051.50","2,079.30","2,023.13","2,027.32",-16.6,-0.81,"1,806,204,764.98",7/7/2022
873,"2,036.46","2,046.92","1,995.18","2,043.92",13.33,0.66,"2,178,655,700.71",7/6/2022
874,"2,078.63","2,091.29","2,026.37","2,030.59",-46.08,-2.22,"2,968,485,223.95",7/5/2022
875,"2,095.62","2,148.16","2,059.25","2,076.67",-9.75,-0.47,"4,349,273,593.20",7/4/2022
876,"2,028.79","2,086.42","2,021.00","2,086.42",57.65,2.84,"2,480,473,998.90",7/3/2022
877,"2,041.94","2,053.39","2,016.75","2,028.77",-8.87,-0.44,"1,459,312,015.14",7/1/2022
878,"1,966.86","2,037.64","1,966.86","2,037.64",74.93,3.82,"2,458,619,494.89",6/30/2022
879,"1,925.74","1,963.48","1,915.44","1,962.71",41.39,2.15,"1,431,400,640.64",6/29/2022
880,"1,935.54","1,935.54","1,909.29","1,921.31",-11.82,-0.61,"1,058,263,522.26",6/28/2022
881,"1,967.30","1,985.91","1,931.64","1,933.13",-23.85,-1.22,"2,044,831,947.70",6/27/2022
882,"1,863.47","1,956.99","1,863.47","1,956.98",94.92,5.1,"2,196,141,848.83",6/26/2022
883,"1,848.38","1,878.97","1,807.18","1,862.06",13.78,0.75,"1,151,208,031.19",6/24/2022
884,"1,889.40","1,889.40","1,836.00","1,848.28",-45.25,-2.39,"1,499,709,634.92",6/23/2022
885,"1,925.46","1,926.07","1,890.07","1,893.53",-31.21,-1.62,"843,773,459.02",6/22/2022
886,"1,884.25","1,931.89","1,878.39","1,924.74",39.93,2.12,"1,253,757,714.92",6/21/2022
887,"1,934.03","1,934.08","1,880.01","1,884.81",-49.31,-2.55,"1,750,600,171.41",6/20/2022
888,"1,971.84","1,973.79","1,929.24","1,934.11",-37.27,-1.89,"1,134,091,212.35",6/19/2022
889,"1,981.21","1,990.88","1,967.23","1,971.38",-7.56,-0.38,"736,312,157.98",6/17/2022
890,"1,966.89","1,993.40","1,950.93","1,978.94",12.57,0.64,"1,187,145,518.65",6/16/2022
891,"1,999.05","1,999.05","1,946.47","1,966.37",-29.89,-1.5,"1,491,758,817.38",6/15/2022
892,"2,032.53","2,034.34","1,990.51","1,996.26",-36.07,-1.78,"1,185,546,179.44",6/14/2022
893,"2,049.31","2,052.29","2,027.22","2,032.34",-15.82,-0.77,"998,674,262.44",6/13/2022
894,"2,067.76","2,069.37","2,036.61","2,048.16",-14.64,-0.71,"894,124,114.10",6/10/2022
895,"2,082.45","2,115.59","2,058.52","2,062.81",-17.64,-0.85,"1,472,690,554.24",6/9/2022
896,"2,019.54","2,096.14","2,017.47","2,080.45",60.22,2.98,"1,640,356,608.04",6/8/2022
897,"2,065.19","2,065.19","2,016.81","2,020.23",-45.59,-2.21,"1,312,806,562.64",6/7/2022
898,"2,079.60","2,093.08","2,054.29","2,065.82",-12.89,-0.62,"1,273,385,276.82",6/6/2022
899,"2,113.13","2,117.03","2,072.08","2,078.71",-33.76,-1.6,"1,307,359,540.80",6/3/2022
900,"2,130.35","2,142.46","2,107.97","2,112.47",-18.26,-0.86,"1,161,514,168.66",6/2/2022
901,"2,138.06","2,154.03","2,119.53","2,130.73",-7.19,-0.34,"1,078,484,181.94",6/1/2022
902,"2,172.02","2,172.02","2,126.81","2,137.92",-35.53,-1.63,"1,317,699,089.62",5/31/2022
903,"2,227.43","2,232.23","2,175.91","2,173.44",-50.33,-2.26,"1,338,856,282.36",5/30/2022
904,"2,242.46","2,250.37","2,214.94","2,223.78",-15.82,-0.71,"1,298,905,589.57",5/27/2022
905,"2,240.61","2,245.18","2,222.90","2,239.60",8.03,0.36,"889,834,908.59",5/26/2022
906,"2,222.49","2,243.21","2,222.24","2,231.57",14.37,0.65,"1,044,626,939.45",5/25/2022
907,"2,203.14","2,227.36","2,190.69","2,217.19",16.32,0.74,"1,088,833,541.72",5/24/2022
908,"2,241.26","2,248.91","2,191.60","2,200.88",-34.21,-1.53,"1,369,513,191.50",5/23/2022
909,"2,251.49","2,258.26","2,231.46","2,235.09",-15.82,-0.7,"932,206,084.33",5/20/2022
910,"2,274.80","2,282.81","2,247.82","2,250.91",-23.51,-1.03,"1,300,981,996.43",5/19/2022
911,"2,262.99","2,281.82","2,238.04","2,274.42",8.9,0.39,"1,326,320,346.01",5/18/2022
912,"2,350.43","2,350.43","2,264.87","2,265.52",-84.9,-3.61,"1,644,096,192.85",5/17/2022
913,"2,373.38","2,388.49","2,343.95","2,350.42",-18.64,-0.79,"2,328,434,272.92",5/12/2022
914,"2,313.28","2,369.07","2,313.28","2,369.06",56.06,2.42,"2,163,990,743.33",5/11/2022
915,"2,269.36","2,313.00","2,269.20","2,313.00",44.16,1.95,"1,356,687,468.49",5/10/2022
916,"2,263.06","2,289.27","2,255.73","2,268.85",12.27,0.54,"1,390,607,701.93",5/9/2022
917,"2,238.81","2,256.58","2,204.47","2,256.58",17.95,0.8,"1,326,421,671.70",5/8/2022
918,"2,275.43","2,275.43","2,226.61","2,238.62",-37.06,-1.63,"1,654,561,472.53",5/5/2022
919,"2,310.51","2,312.07","2,269.87","2,275.69",-31.76,-1.38,"1,269,219,421.49",5/4/2022
920,"2,358.24","2,359.27","2,303.70","2,307.44",-48.73,-2.07,"1,423,498,292.37",5/2/2022
921,"2,380.16","2,390.11","2,351.57","2,356.17",-20,-0.84,"1,496,246,808.20",4/28/2022
922,"2,373.10","2,376.20","2,348.76","2,376.17",5.17,0.22,"1,089,992,035.93",4/27/2022
923,"2,386.04","2,401.57","2,358.82","2,370.99",-15.02,-0.63,"1,046,014,417.20",4/26/2022
924,"2,423.74","2,443.95","2,382.37","2,386.02",-34.95,-1.44,"2,042,253,182.30",4/25/2022
925,"2,331.51","2,430.07","2,331.51","2,420.97",95.52,4.11,"2,531,275,592.84",4/24/2022
926,"2,327.08","2,333.18","2,287.00","2,325.45",4.94,0.21,"1,629,168,847.89",4/21/2022
927,"2,364.47","2,367.03","2,317.01","2,320.52",-36.73,-1.56,"1,458,737,755.45",4/20/2022
928,"2,347.21","2,372.21","2,314.80","2,357.25",13.37,0.57,"1,326,865,931.83",4/19/2022
929,"2,386.66","2,387.12","2,342.04","2,343.87",-41.78,-1.75,"1,530,692,955.67",4/18/2022
930,"2,422.34","2,437.42","2,380.16","2,385.65",-29.6,-1.23,"1,440,723,182.32",4/17/2022
931,"2,385.24","2,415.25","2,367.02","2,415.25",30.24,1.27,"1,476,318,104.44",4/13/2022
932,"2,424.71","2,428.57","2,379.57","2,385.01",-34.79,-1.44,"1,524,364,418.10",4/12/2022
933,"2,471.81","2,508.88","2,416.22","2,419.80",-44.56,-1.81,"2,260,786,628.14",4/11/2022
934,"2,427.97","2,475.78","2,427.97","2,464.36",35.69,1.47,"2,121,511,279.53",4/7/2022
935,"2,451.81","2,457.61","2,417.08","2,428.66",-23.41,-0.95,"1,995,964,384.22",4/6/2022
936,"2,507.77","2,507.77","2,434.56","2,452.07",-46.46,-1.86,"2,671,232,388.39",4/5/2022
937,"2,517.41","2,525.24","2,497.48","2,498.53",-14.88,-0.59,"1,584,671,562.02",4/4/2022
938,"2,544.48","2,546.65","2,510.69","2,513.42",-30.89,-1.21,"1,460,773,729.18",4/3/2022
939,"2,568.76","2,584.22","2,538.78","2,544.31",-23.95,-0.93,"1,890,164,686.39",3/31/2022
940,"2,527.77","2,568.26","2,516.12","2,568.26",40.68,1.61,"2,250,117,296.35",3/30/2022
941,"2,542.65","2,561.98","2,520.19","2,527.58",-14.26,-0.56,"1,750,628,199.30",3/29/2022
942,"2,574.12","2,580.26","2,538.22","2,541.84",-30.43,-1.18,"2,545,321,813.93",3/28/2022
943,"2,623.20","2,641.51","2,569.02","2,572.26",-41.41,-1.58,"4,989,514,415.77",3/27/2022
944,"2,630.93","2,638.62","2,611.96","2,613.67",-16.69,-0.63,"3,248,943,824.64",3/24/2022
945,"2,651.41","2,653.24","2,623.08","2,630.36",-20.34,-0.77,"2,046,352,547.24",3/23/2022
946,"2,634.42","2,658.06","2,634.42","2,650.70",16.04,0.61,"2,518,894,178.29",3/22/2022
947,"2,620.13","2,634.66","2,601.36","2,634.66",18.07,0.69,"2,592,718,131.44",3/21/2022
948,"2,634.11","2,643.81","2,607.98","2,616.59",-14.67,-0.56,"2,274,626,190.52",3/20/2022
949,"2,653.57","2,660.64","2,626.02","2,631.25",-19.72,-0.74,"2,570,401,188.08",3/16/2022
950,"2,673.55","2,675.83","2,637.23","2,650.97",-17.15,-0.64,"3,364,229,175.35",3/15/2022
951,"2,677.97","2,682.57","2,650.42","2,668.11",0.15,0.01,"1,342,232,838.50",3/14/2022
952,"2,575.27","2,667.97","2,575.27","2,667.97",101.07,3.94,"4,870,715,387.13",3/13/2022
953,"2,512.04","2,566.90","2,499.03","2,566.90",52.31,2.08,"2,791,872,969.76",3/10/2022
954,"2,542.42","2,557.08","2,504.48","2,514.58",-30.36,-1.19,"2,352,317,142.03",3/9/2022
955,"2,542.66","2,566.29","2,538.44","2,544.94",1.55,0.06,"2,600,930,402.61",3/7/2022
956,"2,542.57","2,568.11","2,528.15","2,543.39",-3.66,-0.14,"2,493,241,272.52",3/6/2022
957,"2,612.51","2,612.51","2,542.77","2,547.04",-63.54,-2.43,"3,621,143,979.32",3/2/2022
958,"2,662.26","2,683.47","2,607.00","2,610.58",-43.12,-1.62,"3,660,189,867.56",2/28/2022
959,"2,660.39","2,680.39","2,638.64","2,653.70",-7.73,-0.29,"3,273,065,909.76",2/27/2022
960,"2,715.44","2,715.44","2,654.98","2,661.44",-58.99,-2.17,"4,293,864,191.66",2/24/2022
961,"2,732.48","2,747.18","2,716.44","2,720.43",-15.5,-0.57,"3,131,210,281.88",2/23/2022
962,"2,719.89","2,750.09","2,719.89","2,735.93",17.42,0.64,"3,212,887,822.11",2/22/2022
963,"2,695.26","2,718.81","2,694.16","2,718.51",25.41,0.94,"2,997,681,072.21",2/21/2022
964,"2,713.52","2,715.83","2,670.39","2,693.10",-39.4,-1.44,"4,086,474,828.31",2/20/2022
965,"2,735.33","2,745.21","2,723.77","2,732.51",-1.94,-0.07,"2,278,173,660.05",2/17/2022
966,"2,759.37","2,771.69","2,725.34","2,734.44",-19.84,-0.72,"3,026,330,784.14",2/16/2022
967,"2,703.35","2,754.29","2,703.35","2,754.29",53.3,1.97,"3,233,318,614.47",2/15/2022
968,"2,697.37","2,728.13","2,695.12","2,700.98",0.08,0,"3,684,009,915.07",2/14/2022
969,"2,783.89","2,783.89","2,697.78","2,700.89",-100.67,-3.59,"5,977,214,730.64",2/13/2022
970,"2,813.33","2,825.33","2,791.10","2,801.56",-11.96,-0.43,"3,829,533,350.00",2/10/2022
971,"2,837.33","2,837.33","2,800.08","2,813.52",-22.06,-0.78,"3,471,109,182.00",2/9/2022
972,"2,877.58","2,921.18","2,826.35","2,835.58",-16.3,-0.57,"6,287,217,985.00",2/8/2022
973,"2,834.26","2,853.78","2,822.88","2,851.88",15.71,0.55,"5,022,017,181.00",2/7/2022
974,"2,877.04","2,877.04","2,829.17","2,836.17",-40.57,-1.41,"5,836,414,510.47",2/6/2022
975,"2,898.61","2,925.05","2,871.82","2,876.74",-14.6,-0.5,"8,612,174,162.00",2/3/2022
976,"2,875.74","2,896.47","2,856.68","2,891.33",19.29,0.67,"6,574,842,418.00",2/1/2022
977,"2,895.77","2,907.61","2,860.92","2,872.05",-13.48,-0.47,"5,154,177,598.00",1/31/2022
978,"2,805.01","2,885.53","2,805.01","2,885.53",105.55,3.8,"6,324,274,039.00",1/30/2022
979,"2,778.89","2,803.75","2,776.88","2,779.98",3.33,0.12,"3,343,413,684.00",1/27/2022
980,"2,817.17","2,819.74","2,761.28","2,776.65",-38.42,-1.36,"4,313,154,042.17",1/26/2022
981,"2,827.75","2,857.61","2,781.48","2,815.06",-5.59,-0.2,"5,395,672,627.02",1/25/2022
982,"2,926.12","2,926.12","2,804.07","2,820.65",-99.86,-3.42,"8,888,513,178.00",1/24/2022
983,"2,942.97","2,961.93","2,906.28","2,920.51",-10.83,-0.37,"7,030,508,263.00",1/23/2022
984,"2,901.51","2,931.34","2,884.91","2,931.34",33.03,1.14,"5,773,120,409.17",1/20/2022
985,"2,945.63","2,950.14","2,890.00","2,898.31",-38.35,-1.31,"6,021,311,881.03",1/19/2022
986,"2,953.11","2,981.35","2,916.06","2,936.66",-10.78,-0.37,"8,443,419,561.86",1/18/2022
987,"2,944.92","2,955.60","2,907.95","2,947.43",20.69,0.71,"7,901,890,668.00",1/17/2022
988,"2,873.42","2,940.13","2,873.42","2,926.74",69,2.41,"9,676,317,059.00",1/16/2022
989,"2,808.80","2,857.75","2,802.80","2,857.75",54.12,1.93,"6,669,748,567.76",1/13/2022
990,"2,839.87","2,874.80","2,796.66","2,803.62",-30.51,-1.08,"8,033,212,742.00",1/12/2022
991,"2,792.63","2,847.38","2,771.64","2,834.13",49.19,1.77,"6,724,526,197.50",1/11/2022
992,"2,772.09","2,804.84","2,756.03","2,784.95",19.43,0.7,"7,123,424,035.00",1/10/2022
993,"2,699.87","2,770.06","2,699.87","2,765.51",73.05,2.71,"7,101,831,591.11",1/9/2022
994,"2,647.76","2,692.47","2,633.91","2,692.47",43.29,1.63,"3,676,846,349.00",1/6/2022
995,"2,687.75","2,699.94","2,641.61","2,649.18",-30.77,-1.15,"4,621,598,583.00",1/5/2022
996,"2,619.22","2,679.95","2,594.22","2,679.95",63.01,2.41,"4,320,269,828.00",1/4/2022
997,"2,595.22","2,634.54","2,594.04","2,616.94",32.03,1.24,"4,533,017,178.57",1/3/2022
998,"2,538.25","2,584.91","2,529.88","2,584.91",60.41,2.39,"4,126,980,067.52",1/2/2022
999,"2,520.55","2,538.65","2,513.14","2,524.50",5.51,0.22,"3,623,480,292.00",12/29/2021
1000,"2,523.87","2,533.26","2,487.41","2,518.99",-2.66,-0.11,"3,125,575,632.00",12/28/2021
1001,"2,600.21","2,615.47","2,518.80","2,521.65",-69.77,-2.69,"5,607,439,671.00",12/27/2021
1002,"2,531.43","2,595.71","2,531.43","2,591.42",71.2,2.82,"5,173,200,503.00",12/26/2021
1003,"2,522.51","2,542.11","2,485.55","2,520.23",12.53,0.5,"4,490,266,410.00",12/23/2021
1004,"2,425.05","2,508.46","2,425.05","2,507.70",92.16,3.82,"4,523,338,143.00",12/22/2021
1005,"2,360.33","2,415.55","2,360.33","2,415.55",56.73,2.41,"2,383,259,847.00",12/21/2021
1006,"2,390.81","2,390.81","2,346.96","2,358.81",-17.93,-0.75,"2,464,689,863.00",12/20/2021
1007,"2,415.77","2,417.21","2,372.87","2,376.74",-37.87,-1.57,"2,301,751,968.00",12/16/2021
1008,"2,433.20","2,490.62","2,379.30","2,414.62",-4.23,-0.17,"4,588,390,678.00",12/15/2021
1009,"2,283.67","2,418.85","2,283.67","2,418.85",137.18,6.01,"1,842,647,144.00",12/14/2021
1010,"2,351.93","2,351.93","2,259.63","2,281.67",-79.57,-3.37,"3,995,604,178.00",12/13/2021
1011,"2,448.66","2,455.56","2,360.67","2,361.27",-88.7,-3.62,"3,382,509,520.00",12/12/2021
1012,"2,454.41","2,464.70","2,428.84","2,449.97",-5.84,-0.24,"2,673,308,792.00",12/9/2021
1013,"2,508.28","2,511.60","2,448.91","2,455.80",-53.1,-2.12,"2,663,909,620.00",12/8/2021
1014,"2,549.36","2,590.39","2,506.61","2,508.90",-37.18,-1.46,"3,128,341,700.27",12/7/2021
1015,"2,508.96","2,548.98","2,440.24","2,546.08",32.22,1.28,"4,542,345,271.00",12/6/2021
1016,"2,586.82","2,586.95","2,505.13","2,513.87",-72.32,-2.8,"4,090,765,325.00",12/5/2021
1017,"2,633.63","2,641.96","2,580.68","2,586.19",-47.47,-1.8,"3,413,589,126.00",12/2/2021
1018,"2,628.68","2,649.80","2,628.68","2,633.65",5.28,0.2,"2,742,085,704.00",12/1/2021
1019,"2,630.32","2,647.85","2,604.43","2,628.37",-1.6,-0.06,"3,089,041,991.00",11/30/2021
1020,"2,650.54","2,677.63","2,622.32","2,629.97",-21.51,-0.81,"4,008,937,133.00",11/29/2021
1021,"2,730.75","2,730.75","2,644.91","2,651.49",-80.29,-2.94,"5,835,135,055.00",11/28/2021
1022,"2,736.84","2,746.06","2,721.38","2,731.78",-3.22,-0.12,"3,789,709,331.00",11/25/2021
1023,"2,737.09","2,742.35","2,694.62","2,735.00",1.89,0.07,"4,217,415,337.00",11/24/2021
1024,"2,765.67","2,765.67","2,720.03","2,733.12",-32.31,-1.17,"4,165,896,578.00",11/23/2021
1025,"2,758.99","2,777.86","2,758.98","2,765.43",7.9,0.29,"3,929,261,627.00",11/22/2021
1026,"2,771.75","2,779.84","2,750.01","2,757.53",-11.6,-0.42,"4,357,309,319.00",11/21/2021
1027,"2,806.13","2,808.72","2,760.79","2,769.13",-32.39,-1.16,"6,271,867,230.00",11/18/2021
1028,"2,795.19","2,825.89","2,795.19","2,801.52",16.95,0.61,"7,379,446,820.00",11/17/2021
1029,"2,720.59","2,784.58","2,717.92","2,784.58",69.22,2.55,"5,521,650,856.75",11/16/2021
1030,"2,688.06","2,728.32","2,685.81","2,715.35",26.44,0.98,"4,734,651,444.00",11/15/2021
1031,"2,694.05","2,704.47","2,668.82","2,688.92",-1.38,-0.05,"4,096,219,525.40",11/14/2021
1032,"2,750.03","2,750.03","2,687.83","2,690.29",-59.57,-2.17,"5,119,602,540.00",11/11/2021
